sample_folder,start_time,question,options,standard_answer,task_type
sample_276,130,What is the exact text of the chat message from user KAM2188 visible in the stream interface?,"A) you can literally use his phone  
B) you can use his phone  
C) you can't use his phone  
D) you can use the phone",A,Text-Rich Understanding
sample_283,130,What text is visible on the package being held by the male character?,A) prime B) express C) priority D) standard,A,Text-Rich Understanding
sample_315,130,What color are the flowers on the porch of the light green house?,A) Blue B) Yellow C) Red D) White,C,Attribute Perception
sample_323,130,What is the license plate number on the white van near the sidewalk?,A) 45-15 B) 55-25 C) 65-35 D) 75-45,B,Text-Rich Understanding
sample_339,130,What accessory is visible on the person's left wrist while preparing the food?,A) Silver watch B) Black wristband C) Gold bracelet D) No visible accessories,B,Attribute Perception
sample_346,130,What number is printed on the paper ticket held by the person in the video?,A) 1442 B) 1443 C) 1424 D) 1432,A,Text-Rich Understanding
sample_351,130,What type of milk is specified for the Flatwhite in the customer's order?,"A) Oat  
B) Soy  
C) Almond  
D) Cow's milk",B,Text-Rich Understanding
sample_361,130,What is the weight reading displayed on the digital scale in the coffee preparation scene?,A) 16.7 B) 17.6 C) 0.0 D) 18.5,B,Text-Rich Understanding
sample_366,130,What brand name is clearly visible on the yellow carton placed on the kitchen counter next to the sink?,A) RISE HEALTH B) RUDE HEATH C) RUDE HEALTH D) RICE HEALTH,C,Text-Rich Understanding
sample_367,130,What color is the cloth placed near the sink in the kitchen area?,A) Blue B) Pink C) White D) Red,B,Attribute Perception
sample_371,130,What text is printed on the white coffee filter held in the person's left hand?,"A) SUN TRIN  
B) SUN RISE  
C) MOON TRIN  
D) COFFEE TIME",A,Text-Rich Understanding
sample_395,130,What is the license plate number of the black sedan in the center lane?,A) KUH-2715 B) KUH-2713 C) KUH-2718 D) KUH-2712,B,Text-Rich Understanding
sample_396,130,How many cyclists are crossing the street in the initial frames?,A) 1 B) 2 C) 3 D) 4,B,Counting
sample_407,130,What color is the small indicator light visible near the bottles on the right side of the frame?,A) Blue B) Green C) Red D) Yellow,C,Attribute Perception
sample_426,130,"What is the first item listed under ""Use the Elevator for Items Stocked Upstairs!"" on the green sign?",A) Grills B) Kitchen Cabinets C) Furniture D) Appliances,C,Text-Rich Understanding
sample_428,130,What color is the roof of the isolated house visible in the landscape below during the aerial view?,A) Brown B) Green C) Red D) Gray,C,Attribute Perception
sample_455,130,What object is visible on the left side of the road near the curb during the scene?,"A) A street sign  
B) A traffic cone  
C) A fire hydrant  
D) A utility pole",B,Object Perception
sample_35,130,How many wall-mounted decorative mirrors are visible as the person moves through the rooms?,A) 1 B) 2 C) 3 D) 4,B,Counting
sample_113,130,What clock speed value is displayed for the A710 cores during the sequence?,A) 2.80 GHz B) 2.50 GHz C) 3.00 GHz D) 3.20 GHz,B,Text-Rich Understanding
sample_117,130,"How many core power phases does the RTX 4080 SUPER have, as indicated by the highlighted components in the video?",A) 2 B) 11 C) 13 D) 3,B,Counting
sample_174,130,What is the highest speed value displayed on the circular speed indicator during the sequence?,A) 22 B) 23 C) 24 D) 25,C,Attribute Perception
sample_178,130,How does the vehicle's speed change during the video sequence?,A) Increases  B) Decreases  C) Remains constant  D) Fluctuates irregularly,A,Action Perception
sample_195,130,"What text appears immediately after ""is collect"" in the video sequence?",A) all of this B) hay right here C) going to head D) a lot of wheat,A,Text-Rich Understanding
sample_265,130,"During the agility training sequence, what color are the cones used in the later frames of the exercise?",A) Blue B) Orange C) Yellow D) Red,B,Attribute Perception
sample_278,130,"What is the speed of the vehicle when it approaches the intersection with the word ""STOP"" painted on the road?",A) 51 B) 52 C) 53 D) 54,B,Text-Rich Understanding
sample_282,130,"During the inventory interaction sequence, into which section does the player move an item?",A) Player B) Backpack C) Ground D) Trucking Cargo,B,Action Perception
sample_283,130,What object does the male character acquire during the sequence?,A) A box B) A bag C) A bottle D) A book,A,Object Perception
sample_284,130,Which hand gesture does the streamer perform during the video?,"A) Thumbs up  
B) Peace sign (two fingers)  
C) Fist  
D) Wave",B,Action Perception
sample_287,130,"After approaching the van, which part of the vehicle does the character enter?","A) The driver's side door  
B) The passenger side door  
C) The rear cargo area  
D) The roof",A,Spatial Understanding
sample_297,130,"From the right side of the cyclist ahead, in which direction do the pedals rotate as the cyclist moves forward?",A) Clockwise B) Counterclockwise C) Back and forth D) Stationary,A,Action Perception
sample_305,130,In which direction does the person holding a mobile phone move during the initial sequence?,"A) Left  
B) Right  
C) Remains stationary  
D) Moves upward",A,Action Perception
sample_306,130,What is the direction of movement of the person wearing black clothing on the sidewalk?,A) Toward the camera B) Away from the camera C) From left to right across the frame D) From right to left across the frame,A,Action Perception
sample_325,130,In which direction is the person walking along the street moving relative to the camera?,A) Towards the camera B) Away from the camera C) To the left D) To the right,A,Spatial Understanding
sample_327,130,In which direction is the person walking on the pedestrian path?,A) Toward the camera B) Away from the camera C) To the left D) To the right,A,Spatial Understanding
sample_331,130,How many people are riding the bicycle that appears in the lower right portion of the scene during the sequence?,A) 1 B) 2 C) 3 D) 0,B,Counting
sample_333,130,How many people are in the group on the left side of the sidewalk by the end of the sequence?,A) 3 B) 4 C) 5 D) 2,B,Counting
sample_345,130,"After the receipt is first held up for viewing, what additional object does the person hold in their hand?",A) A cup  B) A pen  C) A bottle  D) A straw,C,Action Perception
sample_352,130,"After rinsing the dish, in which direction does the person move it?","A) To the left  
B) To the right  
C) Upwards  
D) Downwards",A,Action Perception
sample_359,130,What action is the person performing on the red box?,A) Closing the box B) Opening the box C) Shaking the box D) Rotating the box,B,Action Perception
sample_429,130,What sequence of hand gestures does the person on the right perform during the video?,"A) Pointing forward, then resting on the lap  
B) Waving, then clapping  
C) Fist pump, then crossing arms  
D) Pointing upward, then resting on the lap",A,Action Perception
sample_441,130,What action is the person performing with the green and white box?,"A) Placing it into the shopping cart  
B) Holding it without moving  
C) Putting it back on the shelf  
D) Dropping it on the floor",A,Action Perception
sample_466,130,What hand gesture does the man in the dark jacket perform as he walks through the gallery?,A) Waving B) Clapping C) Pointing D) Thumbs up,B,Action Perception
sample_487,130,What type of information is displayed in the text overlay that appears partway through the video?,"A) Car specifications  
B) Driver names  
C) Race position  
D) Sponsor logos",B,Text-Rich Understanding
sample_7,140,What website URL is displayed at the bottom of the screen during the match?,A) fifa.com B) fifaworldcup.com C) fifaplus.com D) fifa.tv,C,Text-Rich Understanding
sample_23,140,What type of cooking surface is shown in the scene where the diced meat is being prepared?,"A) Electric coil stove  
B) Smooth ceramic cooktop  
C) Gas stove with visible blue flames  
D) Induction cooktop with digital controls",C,Attribute Perception
sample_24,140,What is the shape of the pendant on the woman’s necklace?,A) Star B) Heart C) Circular D) None,C,Attribute Perception
sample_25,140,What color is the book visible on the top shelf of the background cabinet?,A) Blue B) Green C) Red D) Yellow,C,Attribute Perception
sample_29,140,What color is the hair visible at the bottom of the frame near the person's hands?,A) Black B) Brown C) Gray D) Blonde,C,Attribute Perception
sample_43,140,"What is the full word used in the sign's phrase ""NEXT ___ KITCHEN"" visible during the cooking scene?",A) LEVEL B) LVL C) LEVL D) LEV,A,Text-Rich Understanding
sample_58,140,What number appears on the green flower cutouts in the arrangement?,A) 2 B) 4 C) 6 D) 8,D,Text-Rich Understanding
sample_62,140,What is the model name of the cutting machine shown in the video?,A) Cricut Explore B) Cricut Maker C) Cricut Joy D) Cricut Air,C,Text-Rich Understanding
sample_68,140,What color is the sleeve visible at the wrist when the hand is using the tweezers?,A) Black B) Blue C) Pink D) White,C,Attribute Perception
sample_71,140,What is the exact spelling of the word at the bottom right of the whiteboard?,A) STORYBOARD B) STORYBOARDS C) STORYBORED D) STORYBOAR,A,Text-Rich Understanding
sample_78,140,What color is the helmet worn by the man riding the bicycle?,A) Black B) Gray C) Blue D) Red,C,Attribute Perception
sample_80,140,"According to the whiteboard, how many points is the lab assignment worth?",A) 1 B) 2 C) 3 D) 4,B,Text-Rich Understanding
sample_84,140,"What year is specified for the viewing assignment of ""Pride + Prejudice""?",A) 2005 B) 2006 C) 2004 D) 2007,A,Text-Rich Understanding
sample_91,140,"What year is listed next to ""Bonnie + Clyde"" in the viewing assignment on the whiteboard?",A) 1963 B) 1965 C) 1967 D) 1969,C,Text-Rich Understanding
sample_115,140,What brand name is printed in red on the foam insert inside the graphics card box?,A) NVIDIA B) Intel C) AMD D) ASUS,C,Text-Rich Understanding
sample_126,140,What phrase is printed on the paintbrush handle?,"A) IT'S A TOOL  
B) IT'S A TOY  
C) IT'S A TOO  
D) IT'S A TOP",A,Text-Rich Understanding
sample_129,140,How many distinct black sections form the collar in the portrait?,A) 1 B) 2 C) 3 D) 4,B,Counting
sample_133,140,What color is the paint on the brush as it moves across the forehead in the artwork?,A) Blue B) Dark Gray C) Light Gray D) Brown,C,Attribute Perception
sample_138,140,How many distinct green paint blobs are present on the palette to the right of the canvas during the segment where additional text appears in the top-left corner?,A) 0 B) 1 C) 2 D) 3,C,Counting
sample_144,140,What color are the earbuds worn by the lifter during the exercise?,A) Black B) White C) Blue D) Not wearing earbuds,B,Attribute Perception
sample_156,140,What color is the button visible on the person's right shirt cuff?,A) Blue B) Green C) Brown D) Black,C,Attribute Perception
sample_164,140,What is the slope percentage (NEIGUNG) displayed in the lower-left metric panel during the later frames of the video?,A) 11% B) 12% C) 13% D) 14%,C,Text-Rich Understanding
sample_166,140,What is the heart rate value (in beats per minute) displayed during the second frame of the video sequence?,A) 81 B) 83 C) 85 D) 87,B,Text-Rich Understanding
sample_188,140,What color is the bird visible near the red bed?,A) Red B) Blue C) Green D) Yellow,B,Attribute Perception
sample_196,140,What color is the figure visible on top of the distant structure?,A) Blue B) Red C) Purple D) Green,C,Attribute Perception
sample_200,140,What type of item is scattered on the ground in the lower right portion of the cavern?,A) Coal dust B) Redstone dust C) Glowstone dust D) Nether wart,B,Object Perception
