sample_id,start_time,question,std_answer,Frame,task_type
305,40,What is the name of the store visible on the building to the right?,LEGO,Single,Text-Rich Understanding
308,60,What is the text on the sign above the archway of the yellow building?,UNIVERSAL STUDIOS,Single,Text-Rich Understanding
306,60,What is the street name shown on the green sign at the intersection?,W 30,Single,Text-Rich Understanding
309,60,What does the sign on the brick wall say?,NO PARKING,Single,Text-Rich Understanding
305,50,What is the name of the store visible on the building to the right?,LEGO,Single,Text-Rich Understanding
312,40,What text is written inside the circular emblem on the building?,CITY OF SPRINGFIELD,Single,Text-Rich Understanding
313,40,What is the name of the street visible in the video?,James Stewart Ave,Single,Text-Rich Understanding
312,50,What does the circular emblem on the building display?,CITY OF SPRINGFIELD,Single,Text-Rich Understanding
318,60,What number is displayed on the building's sign?,2,Single,Text-Rich Understanding
317,40,What text appears at the bottom of the blue banner visible in the scene?,UNIVERSAL STUDIOS HOLLYWOOD,Single,Text-Rich Understanding
318,40,What is the text on the sign of the building on the left side of the scene?,RAPTOR ENCOUNTER,Single,Text-Rich Understanding
313,60,What word is painted on the road surface in the direction of travel?,NORTH,Single,Text-Rich Understanding
314,50,What is the number displayed on the side of the military vehicle?,2018306,Single,Text-Rich Understanding
319,50,"What words appear above ""MUMMY THE RIDE"" on the main entrance sign?",REVENGE OF THE,Single,Text-Rich Understanding
322,40,What does the sign on the pillar say?,HOLD HANDRAIL,Single,Text-Rich Understanding
319,60,What color are the table tops on the left side of the street?,blue,Single,Attribute Perception
328,40,What is the license plate of the white car parked near the stone wall?,31 ON 59,Single,Text-Rich Understanding
321,40,What symbol is depicted on the ceiling's illuminated panels?,mushroom,Single,Object Perception
322,50,What does the sign on the left escalator indicate?,No running,Single,Text-Rich Understanding
330,50,What is the license plate number of the white car parked on the left side of the street?,46PA53,Single,Text-Rich Understanding
331,60,What name is inscribed on the pedestal of the equestrian statue?,D. PEDRO,Single,Text-Rich Understanding
332,50,What text appears on the sign attached to the building's exterior wall?,IMAX,Single,Text-Rich Understanding
333,60,What is the name of the hotel displayed on the sign?,SHERATON Hong Kong Hotel & Towers,Single,Text-Rich Understanding
338,50,What is the pattern on the shirt of the person visible through the window in the background?,striped,Single,Attribute Perception
322,60,What symbol is displayed on the small sign attached to the right-side wall?,wheelchair,Single,Object Perception
343,40,How many eggs is the person holding?,4,Single,Counting
338,60,What letter is on the black t-shirt of the person standing outside the food truck?,P,Single,Text-Rich Understanding
341,60,What word is displayed on the equipment in the kitchen?,NUGGETS,Single,Text-Rich Understanding
343,60,What color is the lid on the yellow container being held?,white,Single,Attribute Perception
342,40,What number is printed at the top of the receipt held by the person?,1317,Single,Text-Rich Understanding
342,60,What is the label on the leftmost machine compartment with a green light?,SAUSAGE,Single,Text-Rich Understanding
339,40,What is the design on the person's left wrist?,circular design,Single,Attribute Perception
325,40,What is the name of the building with red chairs outside?,Ribeiro,Single,Text-Rich Understanding
350,50,What text is printed on the person's blue shirt?,"HELLER PKWY, NEWARK",Single,Text-Rich Understanding
345,50,What number is printed on the paper being handled at the counter?,193,Single,Text-Rich Understanding
349,40,What does the sign on the wall say?,Warning,Single,Text-Rich Understanding
346,60,What number is printed on the receipt held by the person?,1441,Single,Text-Rich Understanding
348,50,What brand name is visible on the machine to the right of the food preparation area?,SILVER KING,Single,Text-Rich Understanding
353,40,How many squeeze bottles are visible in the background?,4,Single,Counting
350,60,What is the address printed on the person's blue shirt?,"Heller Pkwy, Newark",Single,Text-Rich Understanding
353,60,What color is the label on the small container in the background during the sushi preparation?,yellow,Single,Attribute Perception
357,60,What does the green sign on the wall near the faucet say?,Drink water,Single,Text-Rich Understanding
357,50,What does the green sign on the wall say?,Drink Water,Single,Text-Rich Understanding
356,50,What number is displayed on the digital screen of the machine?,3,Single,Text-Rich Understanding
362,40,What animal is visible in the background of the scene?,dog,Single,Object Perception
360,50,What is visible in the background to the right of the hand?,plant,Single,Spatial Understanding
355,40,What is the brand name on the carton visible on the counter?,alpro,Single,Text-Rich Understanding
364,50,What is written on the green sign attached to the cabinet beneath the sink?,This is a first aid cabinet,Single,Text-Rich Understanding
379,60,What brand name is printed on the yellow label of the stainless steel fryer?,PITCO,Single,Text-Rich Understanding
380,40,What is the name of the street shown on the green sign?,E 30 ST,Single,Text-Rich Understanding
370,40,What number is displayed on the digital scale?,0,Single,Text-Rich Understanding
383,50,What is the number displayed on the roof sign of the central taxi?,3K63,Single,Text-Rich Understanding
384,60,What is written on the side of the white van in the intersection?,SENIORCARE,Single,Text-Rich Understanding
358,60,What letter is printed on the coffee cup?,S,Single,Text-Rich Understanding
388,50,What is the text displayed on the central red billboard?,POM,Single,Text-Rich Understanding
389,60,What does the banner on the street lamp display?,pride + joy,Single,Text-Rich Understanding
386,40,What number is displayed on the street sign visible on the right side of the street?,25,Single,Text-Rich Understanding
385,50,What is the license plate number of the white SUV in the center of the frame?,86511,Single,Text-Rich Understanding
387,40,What street name is displayed on the green sign attached to the traffic pole on the left side of the intersection?,42nd St,Single,Text-Rich Understanding
387,60,What is the name of the hotel visible on the building to the left?,Hilton,Single,Text-Rich Understanding
391,60,What is the name of the store visible on the left side of the street?,ZARA,Single,Text-Rich Understanding
392,50,What is the name of the bank visible on the left building?,Citi,Single,Text-Rich Understanding
392,60,What is written on the side of the white van on the left side of the street?,DOWNTOWN ALLIANCE,Single,Text-Rich Understanding
396,40,What is the name of the street shown on the green sign?,E 63 ST,Single,Text-Rich Understanding
394,40,What is the name displayed on the green awning of the store located on the right side of the street?,TAASHA,Single,Text-Rich Understanding
395,40,What time range is displayed on the green street sign on the left side of the road?,8月11日,Single,Text-Rich Understanding
396,50,What is the name of the street indicated by the green street sign?,E 63 ST,Single,Text-Rich Understanding
393,60,"What number is displayed on the sign featuring the Chinese character ""福"" on the right side of the street?",60,Single,Text-Rich Understanding
398,60,What street name is displayed on the green street sign at the intersection?,6 Av,Single,Text-Rich Understanding
396,60,What is the name of the street shown on the green street sign located on the right side of the intersection?,E 63 ST,Single,Text-Rich Understanding
402,50,What company name is displayed on the brown delivery truck?,UPS,Single,Text-Rich Understanding
400,60,What instruction is provided on the green street sign for Broadway?,USE 7 AVE,Single,Text-Rich Understanding
400,50,What is the license plate number of the NYPD van?,8500,Single,Text-Rich Understanding
400,40,What is the license plate number of the NYPD van visible in the video?,8500,Single,Text-Rich Understanding
403,50,What brand name is displayed on the storefront of the building on the left side of the street?,COACH,Single,Text-Rich Understanding
402,60,What is the number displayed on the back of the yellow bus?,9600,Single,Text-Rich Understanding
403,60,What is the name of the store on the left building with the grid-patterned facade?,COACH,Single,Text-Rich Understanding
403,40,What is the name of the store with green-lit circular signs on the right side of the street?,SWAROVSKI,Single,Text-Rich Understanding
406,50,What number is displayed on the espresso machine's digital screen?,0,Single,Text-Rich Understanding
409,60,What does the warning label on the industrial equipment state?,DO NOT USE ANY KIND OF SOLID FAT,Single,Text-Rich Understanding
407,50,What type of herb is in the container on the left side of the bar?,mint,Single,Object Perception
408,50,What number is displayed on the digital screen of the coffee machine?,0,Single,Text-Rich Understanding
413,60,What color is the stripe on the cloth used to handle the plate?,red,Single,Attribute Perception
416,40,What color is the rope connecting the car to the glider?,yellow,Single,Attribute Perception
